Series Title,Year Released,Content Rating,IMDB Rating,R Rating,Genre,No of Seasons,combinaiton
fruits basket,2019,7+,8.4,68,"Comedy,Anime",2,"fruits basket 2019 7+ 8.4 68 Comedy,Anime 2"
ravenswood,2013,16+,6.5,68,"Drama,Horror",1,"ravenswood 2013 16+ 6.5 68 Drama,Horror 1"
indian matchmaking,2020,16+,6.2,68,"Romance,Reality",1,"indian matchmaking 2020 16+ 6.2 68 Romance,Reality 1"
the guild,2007,16+,8.2,68,"Comedy,Drama",6 ,"the guild 2007 16+ 8.2 68 Comedy,Drama 6 "
inside bill's brain: decoding bill gates,2019,16+,7.9,68,"Documentary,2019",1 ,"inside bill's brain: decoding bill gates 2019 16+ 7.9 68 Documentary,2019 1 "
the chalet,2018,18+,7.0,68,"Thriller,Drama",1,"the chalet 2018 18+ 7.0 68 Thriller,Drama 1"
the test: a new era for australia's team,2020,16+,9.0,68,"Documentary,Sport",1,"the test: a new era for australia's team 2020 16+ 9.0 68 Documentary,Sport 1"
the get down,2016,16+,8.3,68,"Drama,Musical",2,"the get down 2016 16+ 8.3 68 Drama,Musical 2"
i'm alan partridge,1997,18+,8.5,68,"Comedy,1997",2,"i'm alan partridge 1997 18+ 8.5 68 Comedy,1997 2"
heroes reborn,2015,16+,6.7,68,"Fantasy,Drama",1,"heroes reborn 2015 16+ 6.7 68 Fantasy,Drama 1"
penny dreadful: city of angels,2020,18+,6.0,68,"Crime,Drama",1,"penny dreadful: city of angels 2020 18+ 6.0 68 Crime,Drama 1"
special,2019,18+,7.6,68,"Comedy,2019",1,"special 2019 18+ 7.6 68 Comedy,2019 1"
magic city,2012,18+,7.6,68,"Crime,Drama",2 ,"magic city 2012 18+ 7.6 68 Crime,Drama 2 "
the protector,2018,18+,6.8,68,"Action & Adventure,Fantasy",4,"the protector 2018 18+ 6.8 68 Action & Adventure,Fantasy 4"
leah remini: scientology and the aftermath,2016,16+,9.1,68,"Documentary,2016",3 ,"leah remini: scientology and the aftermath 2016 16+ 9.1 68 Documentary,2016 3 "
the paradise,2012,7+,7.7,68,"Drama,History",2,"the paradise 2012 7+ 7.7 68 Drama,History 2"
while you were sleeping,2017,16+,8.4,68,"Fantasy,Romance",1,"while you were sleeping 2017 16+ 8.4 68 Fantasy,Romance 1"
quarry,2016,18+,8.1,68,"Drama,Action & Adventure",1,"quarry 2016 18+ 8.1 68 Drama,Action & Adventure 1"
the finder,2012,16+,7.7,68,"Comedy,Crime",1,"the finder 2012 16+ 7.7 68 Comedy,Crime 1"
penn & teller: fool us,2011,7+,8.1,68,"Comedy,Game Show",7,"penn & teller: fool us 2011 7+ 8.1 68 Comedy,Game Show 7"
mad dogs,2015,18+,7.5,68,"Comedy,Crime",1,"mad dogs 2015 18+ 7.5 68 Comedy,Crime 1"
the event,2010,16+,7.0,68,"Action & Adventure,Drama",1 ,"the event 2010 16+ 7.0 68 Action & Adventure,Drama 1 "
ramayan,1987,all,9.2,68,"Action & Adventure,Drama",2 ,"ramayan 1987 all 9.2 68 Action & Adventure,Drama 2 "
informer,2018,16+,7.9,68,"Drama,Thriller",1,"informer 2018 16+ 7.9 68 Drama,Thriller 1"
star trek: the animated series,1973,all,7.5,68,"Action & Adventure,Animation",2,"star trek: the animated series 1973 all 7.5 68 Action & Adventure,Animation 2"
chasing life,2014,16+,7.8,68,"Drama,Family",2,"chasing life 2014 16+ 7.8 68 Drama,Family 2"
siren,2018,16+,7.0,68,"Drama,Fantasy",3,"siren 2018 16+ 7.0 68 Drama,Fantasy 3"
the irregular at magic high school,2014,16+,7.3,68,"Action & Adventure,Anime",1,"the irregular at magic high school 2014 16+ 7.3 68 Action & Adventure,Anime 1"
the avengers: earth's mightiest heroes,2010,7+,8.3,68,"Action & Adventure,Animation",2,"the avengers: earth's mightiest heroes 2010 7+ 8.3 68 Action & Adventure,Animation 2"
given,2019,16+,8.3,68,"Animation,Anime",1 ,"given 2019 16+ 8.3 68 Animation,Anime 1 "
teenage mutant ninja turtles,2012,7+,7.8,68,"Action & Adventure,Animation",5,"teenage mutant ninja turtles 2012 7+ 7.8 68 Action & Adventure,Animation 5"
saved by the bell,1989,all,7.0,68,"Comedy,Family",5,"saved by the bell 1989 all 7.0 68 Comedy,Family 5"
our boys,2019,18+,7.4,68,"Drama,2019",1,"our boys 2019 18+ 7.4 68 Drama,2019 1"
fist of the north star,1984,18+,8.3,68,"Action & Adventure,Anime",6,"fist of the north star 1984 18+ 8.3 68 Action & Adventure,Anime 6"
love is blind,2020,7+,6.0,68,"Reality,2020",1,"love is blind 2020 7+ 6.0 68 Reality,2020 1"
drop dead diva,2009,16+,7.4,68,"Comedy,Drama",6,"drop dead diva 2009 16+ 7.4 68 Comedy,Drama 6"
breathe,2018,18+,8.4,68,"Drama,Thriller",2,"breathe 2018 18+ 8.4 68 Drama,Thriller 2"
silent witness,1996,16+,7.8,68,"Crime,Drama",23 ,"silent witness 1996 16+ 7.8 68 Crime,Drama 23 "
camelot,2011,18+,6.5,68,"Drama,Fantasy",1 ,"camelot 2011 18+ 6.5 68 Drama,Fantasy 1 "
"beverly hills, 90210",1990,16+,6.3,68,"Drama,Romance",10,"beverly hills, 90210 1990 16+ 6.3 68 Drama,Romance 10"
goblin slayer,2018,18+,7.5,68,"Fantasy,Anime",1 ,"goblin slayer 2018 18+ 7.5 68 Fantasy,Anime 1 "
the son,2017,16+,7.5,68,"Drama,2017",2 ,"the son 2017 16+ 7.5 68 Drama,2017 2 "
xavier: renegade angel,2007,18+,7.7,68,"Animation,Comedy",2,"xavier: renegade angel 2007 18+ 7.7 68 Animation,Comedy 2"
the blue planet,2001,all,9.0,68,"Documentary,2001",2 ,"the blue planet 2001 all 9.0 68 Documentary,2001 2 "
wu assassins,2019,18+,6.4,68,"Drama,Action & Adventure",1,"wu assassins 2019 18+ 6.4 68 Drama,Action & Adventure 1"
pitch,2016,16+,7.4,68,"Drama,Sport",1,"pitch 2016 16+ 7.4 68 Drama,Sport 1"
sanctuary,2008,7+,7.3,68,"Action & Adventure,Crime",4,"sanctuary 2008 7+ 7.3 68 Action & Adventure,Crime 4"
major crimes,2012,16+,7.7,68,"Crime,Drama",6,"major crimes 2012 16+ 7.7 68 Crime,Drama 6"
dragon ball gt,1996,7+,6.8,68,"Action & Adventure,Anime",3,"dragon ball gt 1996 7+ 6.8 68 Action & Adventure,Anime 3"
kim possible,2002,7+,7.2,68,"Action & Adventure,Animation",4,"kim possible 2002 7+ 7.2 68 Action & Adventure,Animation 4"
gurren lagann,2007,16+,8.3,68,"Action & Adventure,Animation",1,"gurren lagann 2007 16+ 8.3 68 Action & Adventure,Animation 1"
little dorrit,2008,16+,8.2,68,"Drama,Mystery",1,"little dorrit 2008 16+ 8.2 68 Drama,Mystery 1"
v,2009,16+,7.4,68,"Drama,Science-Fiction",2,"v 2009 16+ 7.4 68 Drama,Science-Fiction 2"
get shorty,2017,18+,8.2,68,"Comedy,Crime",3,"get shorty 2017 18+ 8.2 68 Comedy,Crime 3"
gilmore girls: a year in the life,2016,7+,7.7,68,"Comedy,Drama",1,"gilmore girls: a year in the life 2016 7+ 7.7 68 Comedy,Drama 1"
breakout kings,2011,16+,7.3,68,"Action & Adventure,Crime",2,"breakout kings 2011 16+ 7.3 68 Action & Adventure,Crime 2"
single parents,2018,7+,7.0,68,"Comedy,2018",2,"single parents 2018 7+ 7.0 68 Comedy,2018 2"
the confession tapes,2017,16+,7.5,68,"Documentary,Crime",2,"the confession tapes 2017 16+ 7.5 68 Documentary,Crime 2"
prodigal son,2019,16+,8.1,68,"Crime,Drama",1,"prodigal son 2019 16+ 8.1 68 Crime,Drama 1"
made in abyss,2017,18+,8.4,68,"Animation,Anime",1,"made in abyss 2017 18+ 8.4 68 Animation,Anime 1"
beforeigners,2019,16+,7.9,68,"Drama,Science-Fiction",1,"beforeigners 2019 16+ 7.9 68 Drama,Science-Fiction 1"
the outer limits,1995,18+,7.7,68,"Science-Fiction,Drama",7,"the outer limits 1995 18+ 7.7 68 Science-Fiction,Drama 7"
bleak house,2005,16+,8.3,68,"Drama,2005",1,"bleak house 2005 16+ 8.3 68 Drama,2005 1"
gunsmoke,1955,7+,7.9,68,"Action & Adventure,1955",20,"gunsmoke 1955 7+ 7.9 68 Action & Adventure,1955 20"
through the wormhole,2010,all,8.6,68,"Documentary,Family",8,"through the wormhole 2010 all 8.6 68 Documentary,Family 8"
claws,2017,18+,7.3,68,"Comedy,Crime",3 ,"claws 2017 18+ 7.3 68 Comedy,Crime 3 "
twisted,2013,16+,7.3,68,"Drama,Mystery",1,"twisted 2013 16+ 7.3 68 Drama,Mystery 1"
grand hotel,2019,16+,7.0,68,"Drama,Crime",1,"grand hotel 2019 16+ 7.0 68 Drama,Crime 1"
ugly delicious,2018,18+,7.8,68,"Documentary,Food",2,"ugly delicious 2018 18+ 7.8 68 Documentary,Food 2"
conversations with a killer: the ted bundy tapes,2019,18+,7.8,68,"Documentary,Crime",1,"conversations with a killer: the ted bundy tapes 2019 18+ 7.8 68 Documentary,Crime 1"
escape to the chateau,2016,16+,8.6,68,"Documentary,Home & Garden",6,"escape to the chateau 2016 16+ 8.6 68 Documentary,Home & Garden 6"
spiral,2005,7+,8.5,68,"Action & Adventure,Drama",8,"spiral 2005 7+ 8.5 68 Action & Adventure,Drama 8"
that time i got reincarnated as a slime,2018,16+,8.0,68,"Action & Adventure,Anime",2,"that time i got reincarnated as a slime 2018 16+ 8.0 68 Action & Adventure,Anime 2"
the flintstones,1960,all,7.5,68,"Animation,Children",6,"the flintstones 1960 all 7.5 68 Animation,Children 6"
central park,2020,16+,6.6,68,"Animation,Comedy",1,"central park 2020 16+ 6.6 68 Animation,Comedy 1"
tacoma fd,2019,16+,8.0,68,"Comedy,2019",2,"tacoma fd 2019 16+ 8.0 68 Comedy,2019 2"
blue spring ride,2014,16+,7.4,68,"Animation,Anime",1,"blue spring ride 2014 16+ 7.4 68 Animation,Anime 1"
briarpatch,2020,18+,6.5,68,"Crime,Drama",1,"briarpatch 2020 18+ 6.5 68 Crime,Drama 1"
the powerpuff girls,1998,7+,7.2,68,"Action & Adventure,Animation",7,"the powerpuff girls 1998 7+ 7.2 68 Action & Adventure,Animation 7"
the client list,2012,16+,6.6,68,"Drama,2012",2,"the client list 2012 16+ 6.6 68 Drama,2012 2"
animaniacs,1993,all,7.9,68,"Animation,Children",5,"animaniacs 1993 all 7.9 68 Animation,Children 5"
reply 1988,2015,16+,9.0,68,"Crime,Drama",1,"reply 1988 2015 16+ 9.0 68 Crime,Drama 1"
the blacklist: redemption,2017,16+,7.1,68,"Action & Adventure,Crime",1,"the blacklist: redemption 2017 16+ 7.1 68 Action & Adventure,Crime 1"
numb3rs,2006,7+,6.9,68,"Crime,Drama",6,"numb3rs 2006 7+ 6.9 68 Crime,Drama 6"
the mick,2017,16+,7.8,68,"Comedy,2017",2,"the mick 2017 16+ 7.8 68 Comedy,2017 2"
highlander: the series,1992,16+,7.2,68,"Action & Adventure,Science-Fiction",6,"highlander: the series 1992 16+ 7.2 68 Action & Adventure,Science-Fiction 6"
club de cuervos,2015,18+,8.2,68,"Drama,Comedy",4,"club de cuervos 2015 18+ 8.2 68 Drama,Comedy 4"
unforgettable,2011,16+,6.7,68,"Crime,Drama",4 ,"unforgettable 2011 16+ 6.7 68 Crime,Drama 4 "
enlightened,2011,18+,7.5,68,"Comedy,Drama",2,"enlightened 2011 18+ 7.5 68 Comedy,Drama 2"
white gold,2017,18+,7.4,68,"Documentary,Comedy",2,"white gold 2017 18+ 7.4 68 Documentary,Comedy 2"
the king: eternal monarch,2020,16+,8.3,68,"Fantasy,Mystery",1,"the king: eternal monarch 2020 16+ 8.3 68 Fantasy,Mystery 1"
the untamed,2019,7+,8.9,68,"Action & Adventure,Drama",1 ,"the untamed 2019 7+ 8.9 68 Action & Adventure,Drama 1 "
hinterland,2013,16+,7.6,68,"Crime,Drama",3 ,"hinterland 2013 16+ 7.6 68 Crime,Drama 3 "
jean-claude van johnson,2016,7+,7.6,68,"Action & Adventure,Comedy",1,"jean-claude van johnson 2016 7+ 7.6 68 Action & Adventure,Comedy 1"
the trials of gabriel fernandez,2020,18+,8.2,68,"Documentary,Crime",1,"the trials of gabriel fernandez 2020 18+ 8.2 68 Documentary,Crime 1"
drunk history,2013,16+,7.8,68,"Comedy,History",6 ,"drunk history 2013 16+ 7.8 68 Comedy,History 6 "
thundercats,2011,7+,7.8,68,"Action & Adventure,Animation",1,"thundercats 2011 7+ 7.8 68 Action & Adventure,Animation 1"
the civil war,1990,16+,9.0,68,"Documentary,History",1 ,"the civil war 1990 16+ 9.0 68 Documentary,History 1 "
strike,2017,16+,7.9,68,"Crime,Drama",3 ,"strike 2017 16+ 7.9 68 Crime,Drama 3 "
hellcats,2010,16+,6.7,68,"Comedy,Drama",1,"hellcats 2010 16+ 6.7 68 Comedy,Drama 1"
nisekoi,2014,7+,7.2,68,"Animation,Comedy",2,"nisekoi 2014 7+ 7.2 68 Animation,Comedy 2"
saving grace,2007,18+,7.6,68,"Drama,Science-Fiction",3,"saving grace 2007 18+ 7.6 68 Drama,Science-Fiction 3"
the purge,2018,18+,6.4,68,"Action & Adventure,Crime",2,"the purge 2018 18+ 6.4 68 Action & Adventure,Crime 2"
helix,2014,16+,6.8,68,"Drama,Science-Fiction",2 ,"helix 2014 16+ 6.8 68 Drama,Science-Fiction 2 "
rules of engagement,2007,16+,7.3,68,"Comedy,Romance",7,"rules of engagement 2007 16+ 7.3 68 Comedy,Romance 7"
agatha christie's marple,2004,16+,7.8,68,"Action & Adventure,Crime",6,"agatha christie's marple 2004 16+ 7.8 68 Action & Adventure,Crime 6"
being mary jane,2014,16+,7.5,68,"Drama,Romance",5,"being mary jane 2014 16+ 7.5 68 Drama,Romance 5"
friends from college,2017,18+,6.8,68,"Comedy,Drama",2,"friends from college 2017 18+ 6.8 68 Comedy,Drama 2"
state of the union,2019,18+,7.9,68,"Comedy,Drama",1,"state of the union 2019 18+ 7.9 68 Comedy,Drama 1"
detectorists,2014,16+,8.6,68,"Comedy,2014",3,"detectorists 2014 16+ 8.6 68 Comedy,2014 3"
the league of gentlemen,1999,18+,8.4,68,"Comedy,Horror",4,"the league of gentlemen 1999 18+ 8.4 68 Comedy,Horror 4"
rilakkuma and kaoru,2019,7+,8.4,68,"Animation,Anime",1,"rilakkuma and kaoru 2019 7+ 8.4 68 Animation,Anime 1"
anthony bourdain: no reservations,2005,7+,8.4,67,"Documentary,Food",14 ,"anthony bourdain: no reservations 2005 7+ 8.4 67 Documentary,Food 14 "
shark tank,2009,7+,7.6,67,"Reality,Family",11,"shark tank 2009 7+ 7.6 67 Reality,Family 11"
darker than black,2007,16+,7.8,67,"Action & Adventure,Anime",2,"darker than black 2007 16+ 7.8 67 Action & Adventure,Anime 2"
csi: miami,2002,16+,6.4,67,"Action & Adventure,Crime",10,"csi: miami 2002 16+ 6.4 67 Action & Adventure,Crime 10"
the innocence files,2020,16+,8.0,67,"Documentary,Crime",1,"the innocence files 2020 16+ 8.0 67 Documentary,Crime 1"
flashforward,2009,16+,7.5,67,"Drama,Science-Fiction",1,"flashforward 2009 16+ 7.5 67 Drama,Science-Fiction 1"
the bold type,2017,16+,8.0,67,"Drama,Comedy",4,"the bold type 2017 16+ 8.0 67 Drama,Comedy 4"
detroiters,2017,16+,7.7,67,"Comedy,2017",2,"detroiters 2017 16+ 7.7 67 Comedy,2017 2"
the pretender,1996,all,7.5,67,"Action & Adventure,Drama",4 ,"the pretender 1996 all 7.5 67 Action & Adventure,Drama 4 "
cable girls,2017,16+,7.7,67,"Drama,2017",5,"cable girls 2017 16+ 7.7 67 Drama,2017 5"
paranoia agent,2004,18+,8.1,67,"Animation,Anime",1,"paranoia agent 2004 18+ 8.1 67 Animation,Anime 1"
jackass,2000,18+,7.3,67,"Action & Adventure,Comedy",4 ,"jackass 2000 18+ 7.3 67 Action & Adventure,Comedy 4 "
ergo proxy,2006,16+,8.0,67,"Action & Adventure,Anime",1 ,"ergo proxy 2006 16+ 8.0 67 Action & Adventure,Anime 1 "
self made: inspired by the life of madam c.j. walker,2020,16+,7.4,67,"Drama,2020",1,"self made: inspired by the life of madam c.j. walker 2020 16+ 7.4 67 Drama,2020 1"
comedians in cars getting coffee,2012,16+,8.1,67,"Comedy,Stand-up & Talk",11,"comedians in cars getting coffee 2012 16+ 8.1 67 Comedy,Stand-up & Talk 11"
bull,2016,16+,7.0,67,"Drama,Comedy",4,"bull 2016 16+ 7.0 67 Drama,Comedy 4"
kamisama kiss,2012,7+,8.1,67,"Animation,Anime",2,"kamisama kiss 2012 7+ 8.1 67 Animation,Anime 2"
that's so raven,2003,all,6.6,67,"Children,Comedy",4,"that's so raven 2003 all 6.6 67 Children,Comedy 4"
awkwafina is nora from queens,2020,16+,6.9,67,"Comedy,2020",1 ,"awkwafina is nora from queens 2020 16+ 6.9 67 Comedy,2020 1 "
surviving r. kelly,2019,18+,7.6,67,"Documentary,Crime",2,"surviving r. kelly 2019 18+ 7.6 67 Documentary,Crime 2"
ben 10: ultimate alien,2010,7+,7.5,67,"Action & Adventure,Animation",3,"ben 10: ultimate alien 2010 7+ 7.5 67 Action & Adventure,Animation 3"
giri/haji,2019,16+,7.9,67,"Crime,Drama",1,"giri/haji 2019 16+ 7.9 67 Crime,Drama 1"
breathe: into the shadows,2020,16+,7.7,67,"Drama,Thriller",1,"breathe: into the shadows 2020 16+ 7.7 67 Drama,Thriller 1"
november 13: attack on paris,2018,18+,8.3,67,"Documentary,2018",1 ,"november 13: attack on paris 2018 18+ 8.3 67 Documentary,2018 1 "
forensic files,1996,16+,8.8,67,"Documentary,Crime",15 ,"forensic files 1996 16+ 8.8 67 Documentary,Crime 15 "
harley and the davidsons,2016,16+,8.2,67,"Documentary,Drama",1,"harley and the davidsons 2016 16+ 8.2 67 Documentary,Drama 1"
run,2020,18+,6.2,67,"Comedy,Romance",1,"run 2020 18+ 6.2 67 Comedy,Romance 1"
roadies,2016,18+,7.4,67,"Comedy,Drama",1,"roadies 2016 18+ 7.4 67 Comedy,Drama 1"
ouran high school host club,2006,16+,8.2,67,"Animation,Anime",1,"ouran high school host club 2006 16+ 8.2 67 Animation,Anime 1"
magi,2012,16+,7.8,67,"Action & Adventure,Anime",2,"magi 2012 16+ 7.8 67 Action & Adventure,Anime 2"
manhunt,2019,16+,7.4,67,"Crime,Drama",1,"manhunt 2019 16+ 7.4 67 Crime,Drama 1"
dallas,2012,16+,7.1,67,"Drama,Romance",3 ,"dallas 2012 16+ 7.1 67 Drama,Romance 3 "
junjo romantica,2008,18+,7.6,67,"Animation,Anime",3,"junjo romantica 2008 18+ 7.6 67 Animation,Anime 3"
danny phantom,2004,7+,7.1,67,"Action & Adventure,Animation",3,"danny phantom 2004 7+ 7.1 67 Action & Adventure,Animation 3"
steven universe future,2019,7+,7.8,67,"Action & Adventure,Animation",2,"steven universe future 2019 7+ 7.8 67 Action & Adventure,Animation 2"
clone high,2002,16+,8.1,67,"Animation,Comedy",1,"clone high 2002 16+ 8.1 67 Animation,Comedy 1"
dororo,2019,18+,8.4,67,"Animation,Anime",1 ,"dororo 2019 18+ 8.4 67 Animation,Anime 1 "
good girls revolt,2015,7+,8.2,67,"Drama,2015",1,"good girls revolt 2015 7+ 8.2 67 Drama,2015 1"
dispatches from elsewhere,2020,16+,6.6,67,"Drama,Mystery",1,"dispatches from elsewhere 2020 16+ 6.6 67 Drama,Mystery 1"
famous in love,2017,16+,6.9,67,"Drama,Romance",2,"famous in love 2017 16+ 6.9 67 Drama,Romance 2"
howards end,2017,7+,7.3,67,"Drama,Romance",1 ,"howards end 2017 7+ 7.3 67 Drama,Romance 1 "
slasher,2016,18+,6.7,67,"Crime,Drama",3,"slasher 2016 18+ 6.7 67 Crime,Drama 3"
deadliest catch,2005,7+,7.8,67,"Documentary,Action & Adventure",16,"deadliest catch 2005 7+ 7.8 67 Documentary,Action & Adventure 16"
room 104,2017,18+,6.1,67,"Comedy,Drama",4,"room 104 2017 18+ 6.1 67 Comedy,Drama 4"
life,2009,all,9.1,67,"Documentary,2009",1,"life 2009 all 9.1 67 Documentary,2009 1"
undateable,2014,16+,7.3,67,"Comedy,2014",3,"undateable 2014 16+ 7.3 67 Comedy,2014 3"
z nation,2014,18+,6.7,67,"Drama,Action & Adventure",5,"z nation 2014 18+ 6.7 67 Drama,Action & Adventure 5"
chesapeake shores,2016,7+,7.6,67,"Drama,Family",4,"chesapeake shores 2016 7+ 7.6 67 Drama,Family 4"
the munsters,1964,all,7.8,67,"Comedy,Drama",2,"the munsters 1964 all 7.8 67 Comedy,Drama 2"
the invisible man,2000,16+,8.9,67,"Comedy,Science-Fiction",2,"the invisible man 2000 16+ 8.9 67 Comedy,Science-Fiction 2"
ace of diamond,2013,7+,8.1,67,"Animation,Anime",3,"ace of diamond 2013 7+ 8.1 67 Animation,Anime 3"
truth be told,2019,18+,7.1,67,"Crime,Drama",1 ,"truth be told 2019 18+ 7.1 67 Crime,Drama 1 "
immigration nation,2020,16+,7.2,67,"Documentary,2020",1,"immigration nation 2020 16+ 7.2 67 Documentary,2020 1"
black lagoon,2006,18+,8.0,67,"Action & Adventure,Anime",3,"black lagoon 2006 18+ 8.0 67 Action & Adventure,Anime 3"
the grinder,2015,16+,7.1,67,"Comedy,2015",1,"the grinder 2015 16+ 7.1 67 Comedy,2015 1"
virgin river,2019,16+,7.5,67,"Drama,Romance",1,"virgin river 2019 16+ 7.5 67 Drama,Romance 1"
how the universe works,2010,7+,8.9,67,"Documentary,2010",8,"how the universe works 2010 7+ 8.9 67 Documentary,2010 8"
ink master,2012,16+,7.4,67,"Reality,2012",13,"ink master 2012 16+ 7.4 67 Reality,2012 13"
third watch,1999,16+,7.9,67,"Action & Adventure,Crime",6,"third watch 1999 16+ 7.9 67 Action & Adventure,Crime 6"
long way down,2007,7+,8.3,67,"Documentary,Reality",1 ,"long way down 2007 7+ 8.3 67 Documentary,Reality 1 "
the batman,2004,7+,7.3,67,"Action & Adventure,Animation",5,"the batman 2004 7+ 7.3 67 Action & Adventure,Animation 5"
forever,2018,18+,7.2,67,"Comedy,Drama",1 ,"forever 2018 18+ 7.2 67 Comedy,Drama 1 "
bar rescue,2011,7+,7.6,67,"Reality,2011",11,"bar rescue 2011 7+ 7.6 67 Reality,2011 11"
selena + chef,2020,7+,8.0,67,"Reality,Food",1,"selena + chef 2020 7+ 8.0 67 Reality,Food 1"
the dead zone,2002,7+,7.4,67,"Drama,Fantasy",6,"the dead zone 2002 7+ 7.4 67 Drama,Fantasy 6"
secrets and lies,2015,16+,7.6,67,"Crime,Drama",2 ,"secrets and lies 2015 16+ 7.6 67 Crime,Drama 2 "
the hunt,2015,7+,9.3,67,"Documentary,2015",1,"the hunt 2015 7+ 9.3 67 Documentary,2015 1"
lewis,2007,16+,8.0,67,"Crime,Drama",9,"lewis 2007 16+ 8.0 67 Crime,Drama 9"
tales of the city,1993,7+,8.3,67,"Comedy,Drama",1,"tales of the city 1993 7+ 8.3 67 Comedy,Drama 1"
stan lee's lucky man,2016,16+,7.2,67,"Action & Adventure,Crime",3,"stan lee's lucky man 2016 16+ 7.2 67 Action & Adventure,Crime 3"
taken,2017,16+,6.6,67,"Action & Adventure,Drama",2,"taken 2017 16+ 6.6 67 Action & Adventure,Drama 2"
the enfield haunting,2015,16+,7.1,67,"Mystery,Biography",1,"the enfield haunting 2015 16+ 7.1 67 Mystery,Biography 1"
night court,1984,7+,7.6,67,"Comedy,1984",9,"night court 1984 7+ 7.6 67 Comedy,1984 9"
family ties,1982,all,7.2,67,"Comedy,Family",7 ,"family ties 1982 all 7.2 67 Comedy,Family 7 "
top chef,2006,16+,7.6,67,"Reality,Food",17 ,"top chef 2006 16+ 7.6 67 Reality,Food 17 "
army wives,2007,16+,7.2,67,"Drama,Romance",7 ,"army wives 2007 16+ 7.2 67 Drama,Romance 7 "
devious maids,2013,7+,7.8,67,"Comedy,Drama",4,"devious maids 2013 7+ 7.8 67 Comedy,Drama 4"
the pet girl of sakurasou,2012,16+,7.8,67,"Animation,Anime",1,"the pet girl of sakurasou 2012 16+ 7.8 67 Animation,Anime 1"
trial by media,2020,16+,7.2,67,"Documentary,Crime",1,"trial by media 2020 16+ 7.2 67 Documentary,Crime 1"
the universe,2007,16+,8.8,67,"Documentary,History",9,"the universe 2007 16+ 8.8 67 Documentary,History 9"
the black donnellys,2007,16+,8.1,67,"Crime,Drama",1 ,"the black donnellys 2007 16+ 8.1 67 Crime,Drama 1 "
the heirs,2013,16+,7.5,67,"Comedy,Drama",1,"the heirs 2013 16+ 7.5 67 Comedy,Drama 1"
visible: out on television,2020,18+,8.2,67,"Documentary,LGBTQ",1,"visible: out on television 2020 18+ 8.2 67 Documentary,LGBTQ 1"
holey moley,2019,7+,7.0,67,"Reality,Sport",2,"holey moley 2019 7+ 7.0 67 Reality,Sport 2"
ben 10: omniverse,2012,7+,5.8,67,"Animation,Action & Adventure",8 ,"ben 10: omniverse 2012 7+ 5.8 67 Animation,Action & Adventure 8 "
afro samurai,2007,18+,7.7,67,"Animation,Drama",1,"afro samurai 2007 18+ 7.7 67 Animation,Drama 1"
superman: the animated series,1996,7+,8.1,67,"Action & Adventure,Animation",4 ,"superman: the animated series 1996 7+ 8.1 67 Action & Adventure,Animation 4 "
tuca & bertie,2019,16+,7.4,67,"Animation,Comedy",1,"tuca & bertie 2019 16+ 7.4 67 Animation,Comedy 1"
year of the rabbit,2019,16+,7.4,67,"Comedy,Crime",1 ,"year of the rabbit 2019 16+ 7.4 67 Comedy,Crime 1 "
the comeback,2005,18+,8.0,67,"Comedy,Romance",2,"the comeback 2005 18+ 8.0 67 Comedy,Romance 2"
ringer,2011,16+,6.9,67,"Crime,Drama",1,"ringer 2011 16+ 6.9 67 Crime,Drama 1"
nova,1974,7+,8.7,67,"Documentary,1974",44 ,"nova 1974 7+ 8.7 67 Documentary,1974 44 "
melissa & joey,2010,7+,7.0,67,"Comedy,Romance",4 ,"melissa & joey 2010 7+ 7.0 67 Comedy,Romance 4 "
ben 10: alien force,2008,7+,7.1,67,"Action & Adventure,Fantasy",3,"ben 10: alien force 2008 7+ 7.1 67 Action & Adventure,Fantasy 3"
the naked director,2019,18+,7.8,67,"Comedy,Biography",1,"the naked director 2019 18+ 7.8 67 Comedy,Biography 1"
the carol burnett show,1967,all,8.8,67,"Comedy,Family",11,"the carol burnett show 1967 all 8.8 67 Comedy,Family 11"
tut,2015,16+,7.1,67,"Drama,History",1,"tut 2015 16+ 7.1 67 Drama,History 1"
the boat,2011,all,7.3,67,"Action & Adventure,Mystery",3,"the boat 2011 all 7.3 67 Action & Adventure,Mystery 3"
what's wrong with secretary kim,2018,all,8.1,67,"Comedy,Mystery",1,"what's wrong with secretary kim 2018 all 8.1 67 Comedy,Mystery 1"
seraph of the end,2015,16+,7.5,67,"Action & Adventure,Animation",2,"seraph of the end 2015 16+ 7.5 67 Action & Adventure,Animation 2"
9-1-1: lone star,2020,16+,6.5,67,"Action & Adventure,Crime",1,"9-1-1: lone star 2020 16+ 6.5 67 Action & Adventure,Crime 1"
real time with bill maher,2003,18+,7.4,67,"Comedy,2003",18,"real time with bill maher 2003 18+ 7.4 67 Comedy,2003 18"
h2o: just add water,2006,all,7.2,67,"Drama,Family",3 ,"h2o: just add water 2006 all 7.2 67 Drama,Family 3 "
mystery road,2018,18+,7.6,67,"Crime,Drama",2,"mystery road 2018 18+ 7.6 67 Crime,Drama 2"
wet hot american summer: first day of camp,2015,16+,7.4,67,"Comedy,2015",1,"wet hot american summer: first day of camp 2015 16+ 7.4 67 Comedy,2015 1"
kitchen nightmares,2007,16+,7.4,67,"Reality,Food",7 ,"kitchen nightmares 2007 16+ 7.4 67 Reality,Food 7 "
