Series Title,Year Released,Content Rating,IMDB Rating,R Rating,Genre,No of Seasons,combinaiton
grave mysteries,2017,16+,7.3,36,"Crime,Documentary",2,"grave mysteries 2017 16+ 7.3 36 Crime,Documentary 2"
we bought the farm,2016,16+,7.1,36,"Home & Garden,Reality",2,"we bought the farm 2016 16+ 7.1 36 Home & Garden,Reality 2"
oh yuck!,2017,16+,8.3,36,"Family,2017",1,"oh yuck! 2017 16+ 8.3 36 Family,2017 1"
harold and the purple crayon,2001,all,7.8,36,"Animation,Children",1,"harold and the purple crayon 2001 all 7.8 36 Animation,Children 1"
haunted towns,2017,16+,5.3,36,"Reality,2017",2,"haunted towns 2017 16+ 5.3 36 Reality,2017 2"
amazing stranger,2019,16+,7.1,36,"Animation,Comedy",1,"amazing stranger 2019 16+ 7.1 36 Animation,Comedy 1"
cosmic vistas,2009,16+,8.5,36,"Documentary,2009",2,"cosmic vistas 2009 16+ 8.5 36 Documentary,2009 2"
hustle in brooklyn,2018,16+,6.5,36,"Reality,Drama",1,"hustle in brooklyn 2018 16+ 6.5 36 Reality,Drama 1"
music & murder,2016,18+,8.5,36,"Drama,Crime",2 ,"music & murder 2016 18+ 8.5 36 Drama,Crime 2 "
redwood kings,2013,7+,7.2,36,"Reality,Documentary",2,"redwood kings 2013 7+ 7.2 36 Reality,Documentary 2"
d.c. follies,1987,all,7.6,36,"Comedy,Family",2,"d.c. follies 1987 all 7.6 36 Comedy,Family 2"
queens,2017,16+,5.8,36,"History,Drama",1,"queens 2017 16+ 5.8 36 History,Drama 1"
pound house,2013,16+,8.2,36,"Comedy,2013",3,"pound house 2013 16+ 8.2 36 Comedy,2013 3"
all def comedy,2017,18+,6.7,36,"Comedy,2017",1,"all def comedy 2017 18+ 6.7 36 Comedy,2017 1"
shadow of the elves,2004,16+,6.7,36,"Animation,Family",1,"shadow of the elves 2004 16+ 6.7 36 Animation,Family 1"
grand tours of scotland's lochs,2017,16+,7.6,36,"Documentary,2017",1,"grand tours of scotland's lochs 2017 16+ 7.6 36 Documentary,2017 1"
dangerous encounters,2005,all,7.2,36,"Documentary,2005",14 ,"dangerous encounters 2005 all 7.2 36 Documentary,2005 14 "
in julia's kitchen with master chefs,1995,all,7.8,36,"Documentary,Family",1,"in julia's kitchen with master chefs 1995 all 7.8 36 Documentary,Family 1"
ninja nonsense,2004,16+,7.1,36,"Animation,Anime",1,"ninja nonsense 2004 16+ 7.1 36 Animation,Anime 1"
renaissance unchained,2016,16+,8.4,36,"Documentary,2016",1,"renaissance unchained 2016 16+ 8.4 36 Documentary,2016 1"
my kitchen rules,2017,16+,5.1,36,"Reality,Game Show",1,"my kitchen rules 2017 16+ 5.1 36 Reality,Game Show 1"
supernoobs,2015,7+,3.5,36,"Animation,Action & Adventure",2,"supernoobs 2015 7+ 3.5 36 Animation,Action & Adventure 2"
the grill dads,2017,7+,7.7,36,"Family,Reality",1,"the grill dads 2017 7+ 7.7 36 Family,Reality 1"
"underworld, inc.",2015,7+,2.1,36,"Documentary,Animation",3,"underworld, inc. 2015 7+ 2.1 36 Documentary,Animation 3"
tayee,2018,16+,8.1,36,"Drama,2018",1 ,"tayee 2018 16+ 8.1 36 Drama,2018 1 "
anonymous noise,2017,16+,7.1,36,"2017,Free Services",2,"anonymous noise 2017 16+ 7.1 36 2017,Free Services 2"
shui hu zhuan,2011,16+,7.1,36,"Action & Adventure,Crime",2 ,"shui hu zhuan 2011 16+ 7.1 36 Action & Adventure,Crime 2 "
twisted (us),2010,16+,8.1,36,"Documentary,Crime",8,"twisted (us) 2010 16+ 8.1 36 Documentary,Crime 8"
terror,2016,16+,7.3,36,"Documentary,Crime",1,"terror 2016 16+ 7.3 36 Documentary,Crime 1"
kirstie alley's big life,2010,16+,5.2,36,"Reality,Comedy",1,"kirstie alley's big life 2010 16+ 5.2 36 Reality,Comedy 1"
blood and glory: the civil war in color,2015,16+,7.7,36,"Documentary,History",1 ,"blood and glory: the civil war in color 2015 16+ 7.7 36 Documentary,History 1 "
granbelm,2019,16+,6.1,36,"Animation,Action & Adventure",1,"granbelm 2019 16+ 6.1 36 Animation,Action & Adventure 1"
dumbest stuff on wheels,2011,16+,6.8,36,"Comedy,Drama",2,"dumbest stuff on wheels 2011 16+ 6.8 36 Comedy,Drama 2"
rudy maxas world,2008,all,8.0,36,"Documentary,Action & Adventure",4,"rudy maxas world 2008 all 8.0 36 Documentary,Action & Adventure 4"
off the hook: extreme catches,2012,16+,7.3,36,"Documentary,Sport",2,"off the hook: extreme catches 2012 16+ 7.3 36 Documentary,Sport 2"
desert car kings,2011,7+,5.6,36,"Reality,2011",1,"desert car kings 2011 7+ 5.6 36 Reality,2011 1"
not today bianca,2016,7+,6.9,36,"Comedy,Reality",1,"not today bianca 2016 7+ 6.9 36 Comedy,Reality 1"
tko: total knock out,2018,7+,4.0,36,"Action & Adventure,Comedy",1,"tko: total knock out 2018 7+ 4.0 36 Action & Adventure,Comedy 1"
it's okay to be smart,2012,16+,8.8,36,"Family,2012",8 ,"it's okay to be smart 2012 16+ 8.8 36 Family,2012 8 "
90 days time to love,2006,16+,7.3,36,"Drama,Romance",1,"90 days time to love 2006 16+ 7.3 36 Drama,Romance 1"
beat the clock,1979,all,6.7,36,"Family,Game Show",1 ,"beat the clock 1979 all 6.7 36 Family,Game Show 1 "
strip the city,2012,7+,8.5,36,"Documentary,2012",2,"strip the city 2012 7+ 8.5 36 Documentary,2012 2"
the extreme cake makers,2018,16+,8.0,36,"Food,Reality",4,"the extreme cake makers 2018 16+ 8.0 36 Food,Reality 4"
man & beast with martin clunes,2015,16+,7.6,36,"Documentary,2015",1,"man & beast with martin clunes 2015 16+ 7.6 36 Documentary,2015 1"
joshi kausei,2019,16+,7.1,36,"Comedy,Animation",1,"joshi kausei 2019 16+ 7.1 36 Comedy,Animation 1"
wild hawaii,2014,16+,7.4,36,"Reality,Documentary",1,"wild hawaii 2014 16+ 7.4 36 Reality,Documentary 1"
easy fortune happy life,2009,16+,5.6,36,"Drama,2009",1,"easy fortune happy life 2009 16+ 5.6 36 Drama,2009 1"
convenience store boy friends,2017,16+,6.0,36,"Animation,Comedy",1,"convenience store boy friends 2017 16+ 6.0 36 Animation,Comedy 1"
horsepower tv,2006,all,9.2,36,"Sport,2006",8,"horsepower tv 2006 all 9.2 36 Sport,2006 8"
the ten commandments,2006,13+,5.2,36,"Action & Adventure,Biography",1,"the ten commandments 2006 13+ 5.2 36 Action & Adventure,Biography 1"
the pickwick papers,1985,all,7.1,36,"Drama,Comedy",1,"the pickwick papers 1985 all 7.1 36 Drama,Comedy 1"
payday,2016,18+,7.3,36,"Documentary,Reality",1,"payday 2016 18+ 7.3 36 Documentary,Reality 1"
the real mad men of advertising,2017,7+,7.7,36,"Documentary,2017",1,"the real mad men of advertising 2017 7+ 7.7 36 Documentary,2017 1"
best bars in america,2013,16+,8.1,36,"Food,Reality",2,"best bars in america 2013 16+ 8.1 36 Food,Reality 2"
countdown to ufc,2010,16+,8.3,36,"Action & Adventure,Sport",1,"countdown to ufc 2010 16+ 8.3 36 Action & Adventure,Sport 1"
common knowledge,2019,7+,6.7,36,"Game Show,2019",2,"common knowledge 2019 7+ 6.7 36 Game Show,2019 2"
girl meets farm,2018,all,6.0,36,"Documentary,Family",6,"girl meets farm 2018 all 6.0 36 Documentary,Family 6"
survive the tribe,2014,16+,8.1,36,"Reality,Documentary",2,"survive the tribe 2014 16+ 8.1 36 Reality,Documentary 2"
izetta: the last witch,2016,16+,6.6,36,"Animation,Fantasy",2,"izetta: the last witch 2016 16+ 6.6 36 Animation,Fantasy 2"
constitution usa with peter sagal,2013,16+,7.1,36,"2013,Free Services",1,"constitution usa with peter sagal 2013 16+ 7.1 36 2013,Free Services 1"
the front desk,2012,16+,7.1,36,"2012,Free Services",1,"the front desk 2012 16+ 7.1 36 2012,Free Services 1"
ginormous food,2017,7+,7.1,36,"Reality,2017",3,"ginormous food 2017 7+ 7.1 36 Reality,2017 3"
glorious gardens from above,2014,16+,7.1,36,"Documentary,Home & Garden",1,"glorious gardens from above 2014 16+ 7.1 36 Documentary,Home & Garden 1"
bangkok buddies,2019,all,7.1,36,"Comedy,Drama",1 ,"bangkok buddies 2019 all 7.1 36 Comedy,Drama 1 "
prairie dog manor,2019,16+,8.6,36,"Documentary,2019",2,"prairie dog manor 2019 16+ 8.6 36 Documentary,2019 2"
dream car garage,2008,all,7.1,36,"Documentary,2008",3,"dream car garage 2008 all 7.1 36 Documentary,2008 3"
the cromarties,2017,7+,6.1,36,"Documentary,Comedy",1 ,"the cromarties 2017 7+ 6.1 36 Documentary,Comedy 1 "
give,2016,16+,9.1,36,"2016,Free Services",2 ,"give 2016 16+ 9.1 36 2016,Free Services 2 "
none of the above,2013,7+,7.5,36,"Reality,Game Show",1 ,"none of the above 2013 7+ 7.5 36 Reality,Game Show 1 "
killer in the family,2009,16+,6.3,36,"Documentary,Drama",1,"killer in the family 2009 16+ 6.3 36 Documentary,Drama 1"
valerie's home cooking,2015,all,7.1,36,"Documentary,Family",11,"valerie's home cooking 2015 all 7.1 36 Documentary,Family 11"
dancougar – super beast machine god,1985,16+,6.8,36,"Action & Adventure,Animation",1,"dancougar – super beast machine god 1985 16+ 6.8 36 Action & Adventure,Animation 1"
ghost hunters academy,2009,7+,4.3,36,"Reality,Science-Fiction",2,"ghost hunters academy 2009 7+ 4.3 36 Reality,Science-Fiction 2"
"something borrowed, something new",2013,7+,5.7,36,"2013,TLC",3,"something borrowed, something new 2013 7+ 5.7 36 2013,TLC 3"
my hometown,1996,all,6.4,36,"Family,Drama",3,"my hometown 1996 all 6.4 36 Family,Drama 3"
naked science,2004,all,7.9,36,"Documentary,Action & Adventure",15 ,"naked science 2004 all 7.9 36 Documentary,Action & Adventure 15 "
earth: a new wild,2015,7+,7.9,36,"Documentary,2015",1 ,"earth: a new wild 2015 7+ 7.9 36 Documentary,2015 1 "
space racers,2014,all,7.4,36,"Animation,Family",2,"space racers 2014 all 7.4 36 Animation,Family 2"
kings of atlantis,2017,all,5.9,36,"Action & Adventure,Animation",1,"kings of atlantis 2017 all 5.9 36 Action & Adventure,Animation 1"
bangkok love stories 2: plead,2019,16+,7.5,36,"Drama,2019",1,"bangkok love stories 2: plead 2019 16+ 7.5 36 Drama,2019 1"
how the earth works,2013,16+,7.2,36,"Documentary,History",1,"how the earth works 2013 16+ 7.2 36 Documentary,History 1"
pucca: love recipe,2018,16+,7.1,36,"Drama,Crime",2 ,"pucca: love recipe 2018 16+ 7.1 36 Drama,Crime 2 "
fish tank kings,2012,16+,6.2,36,-1,-1,fish tank kings 2012 16+ 6.2 36 -1 -1
pit pony,1999,all,7.5,36,"Drama,1999",2,"pit pony 1999 all 7.5 36 Drama,1999 2"
the jury speaks,2017,16+,8.1,36,"Crime,Drama",1,"the jury speaks 2017 16+ 8.1 36 Crime,Drama 1"
call 911,2008,16+,8.7,36,"Documentary,2008",3,"call 911 2008 16+ 8.7 36 Documentary,2008 3"
the young turks,2005,16+,5.5,36,"Comedy,2005",7 ,"the young turks 2005 16+ 5.5 36 Comedy,2005 7 "
murdered by morning,2020,16+,5.9,36,"Crime,Reality",1,"murdered by morning 2020 16+ 5.9 36 Crime,Reality 1"
hard knocks: los angeles,2020,16+,7.1,36,"2020,HBO MAX",1,"hard knocks: los angeles 2020 16+ 7.1 36 2020,HBO MAX 1"
orphen,1998,all,6.1,36,"Action & Adventure,Animation",2,"orphen 1998 all 6.1 36 Action & Adventure,Animation 2"
my paranormal nightmare,2020,16+,6.1,36,"Documentary,Reality",1,"my paranormal nightmare 2020 16+ 6.1 36 Documentary,Reality 1"
bromwell high,2005,16+,5.3,36,"Animation,Comedy",1,"bromwell high 2005 16+ 5.3 36 Animation,Comedy 1"
ultimate warfare,2012,16+,7.5,36,"Documentary,2012",1,"ultimate warfare 2012 16+ 7.5 36 Documentary,2012 1"
timeslip,1970,all,7.8,36,"Children,Science-Fiction",1,"timeslip 1970 all 7.8 36 Children,Science-Fiction 1"
for the love of ray j,2009,16+,3.3,36,"Game Show,Reality",2,"for the love of ray j 2009 16+ 3.3 36 Game Show,Reality 2"
kicking & screaming,2017,16+,6.4,36,"Action & Adventure,Reality",1,"kicking & screaming 2017 16+ 6.4 36 Action & Adventure,Reality 1"
making fiends,2008,16+,7.8,36,"Animation,Children",1,"making fiends 2008 16+ 7.8 36 Animation,Children 1"
holidays with the houghs,2019,16+,6.2,36,"Reality,2019",1,"holidays with the houghs 2019 16+ 6.2 36 Reality,2019 1"
strut,2016,16+,6.0,36,"Reality,LGBTQ",1,"strut 2016 16+ 6.0 36 Reality,LGBTQ 1"
black ink crew compton,2019,16+,4.2,36,"Reality,2019",1,"black ink crew compton 2019 16+ 4.2 36 Reality,2019 1"
cooks vs. cons,2016,7+,5.2,36,"Reality,Game Show",5 ,"cooks vs. cons 2016 7+ 5.2 36 Reality,Game Show 5 "
i want to work for diddy,2008,16+,3.5,36,"Game Show,Reality",2,"i want to work for diddy 2008 16+ 3.5 36 Game Show,Reality 2"
giada in italy,2015,all,6.4,36,"Family,Food",4,"giada in italy 2015 all 6.4 36 Family,Food 4"
the reflection,2017,18+,5.9,36,"Animation,Action & Adventure",2,"the reflection 2017 18+ 5.9 36 Animation,Action & Adventure 2"
mountain life,2015,all,6.5,36,"Reality,Family",3,"mountain life 2015 all 6.5 36 Reality,Family 3"
laff mobb's laff tracks,2018,16+,3.4,36,"Comedy,2018",3 ,"laff mobb's laff tracks 2018 16+ 3.4 36 Comedy,2018 3 "
tracker,2001,16+,6.4,36,"Science-Fiction,Action & Adventure",1 ,"tracker 2001 16+ 6.4 36 Science-Fiction,Action & Adventure 1 "
dead again,2014,16+,7.2,36,"Crime,Documentary",1,"dead again 2014 16+ 7.2 36 Crime,Documentary 1"
where are they now?,2012,16+,7.4,36,"Documentary,Biography",3,"where are they now? 2012 16+ 7.4 36 Documentary,Biography 3"
i am the ambassador,2014,16+,7.1,36,"Reality,LGBTQ",2 ,"i am the ambassador 2014 16+ 7.1 36 Reality,LGBTQ 2 "
the untold story,2019,16+,7.3,36,"Documentary,2019",1 ,"the untold story 2019 16+ 7.3 36 Documentary,2019 1 "
when sharks attack,2013,16+,6.6,36,"Documentary,2013",7 ,"when sharks attack 2013 16+ 6.6 36 Documentary,2013 7 "
brandi and jarrod: married to the job,2014,16+,4.2,36,"Reality,2014",1,"brandi and jarrod: married to the job 2014 16+ 4.2 36 Reality,2014 1"
an american girl story: melody 1963 - love has to win,2016,all,7.7,36,"Drama,Family",3,"an american girl story: melody 1963 - love has to win 2016 all 7.7 36 Drama,Family 3"
terrific trucks,2016,all,5.7,36,"Animation,Family",3,"terrific trucks 2016 all 5.7 36 Animation,Family 3"
tate,1960,all,7.6,36,"1960,Free Services",1,"tate 1960 all 7.6 36 1960,Free Services 1"
moon and me,2019,16+,8.6,36,"Family,2019",1 ,"moon and me 2019 16+ 8.6 36 Family,2019 1 "
immortal egypt,2016,16+,8.0,36,"Documentary,2016",1 ,"immortal egypt 2016 16+ 8.0 36 Documentary,2016 1 "
beast legends,2010,16+,4.7,36,"Action & Adventure,Documentary",1,"beast legends 2010 16+ 4.7 36 Action & Adventure,Documentary 1"
engineering disasters,2015,16+,6.9,36,"Documentary,History",1,"engineering disasters 2015 16+ 6.9 36 Documentary,History 1"
haruchika – haruta & chika,2016,16+,5.9,36,"Animation,Anime",1,"haruchika – haruta & chika 2016 16+ 5.9 36 Animation,Anime 1"
miracle pets,2001,16+,7.5,36,"Documentary,2001",1,"miracle pets 2001 16+ 7.5 36 Documentary,2001 1"
p. king duckling,2018,all,6.2,36,"Animation,Family",1,"p. king duckling 2018 all 6.2 36 Animation,Family 1"
meet the romans with mary beard,2012,16+,7.9,36,"Documentary,2012",1,"meet the romans with mary beard 2012 16+ 7.9 36 Documentary,2012 1"
working girls in bed,2013,16+,7.1,36,"2013,Cinemax",1,"working girls in bed 2013 16+ 7.1 36 2013,Cinemax 1"
on the ropes,2018,16+,7.2,36,"Drama,2018",1,"on the ropes 2018 16+ 7.2 36 Drama,2018 1"
back in the game,2018,16+,7.5,36,"2018,Free Services",1,"back in the game 2018 16+ 7.5 36 2018,Free Services 1"
big rich atlanta,2013,16+,4.8,36,"Drama,Reality",1 ,"big rich atlanta 2013 16+ 4.8 36 Drama,Reality 1 "
elvis goes there,2019,18+,6.0,36,"Documentary,2019",1,"elvis goes there 2019 18+ 6.0 36 Documentary,2019 1"
kevin spencer,1999,all,6.6,36,"Animation,Comedy",8,"kevin spencer 1999 all 6.6 36 Animation,Comedy 8"
wwe en español,2012,7+,8.1,36,"Action & Adventure,Drama",8 ,"wwe en español 2012 7+ 8.1 36 Action & Adventure,Drama 8 "
actors: songs connection,2019,16+,6.1,36,"Animation,2019",1,"actors: songs connection 2019 16+ 6.1 36 Animation,2019 1"
auto/biography,2019,16+,7.4,36,"Documentary,2019",1,"auto/biography 2019 16+ 7.4 36 Documentary,2019 1"
the truth behind,2011,16+,6.0,36,"Documentary,History",2,"the truth behind 2011 16+ 6.0 36 Documentary,History 2"
dodo heroes,2018,16+,8.9,36,"Reality,Documentary",2 ,"dodo heroes 2018 16+ 8.9 36 Reality,Documentary 2 "
origins,2017,7+,6.3,36,"Documentary,History",1,"origins 2017 7+ 6.3 36 Documentary,History 1"
paula's home cooking,2002,all,6.1,36,"Home & Garden,2002",12,"paula's home cooking 2002 all 6.1 36 Home & Garden,2002 12"
dark waters: murder in the deep,2018,16+,7.5,36,"Documentary,Crime",2,"dark waters: murder in the deep 2018 16+ 7.5 36 Documentary,Crime 2"
lego bionicle: the journey to one,2016,7+,5.7,36,"Animation,Action & Adventure",2 ,"lego bionicle: the journey to one 2016 7+ 5.7 36 Animation,Action & Adventure 2 "
rattled,2016,7+,4.6,36,"Reality,Documentary",3,"rattled 2016 7+ 4.6 36 Reality,Documentary 3"
walk the prank,2016,7+,3.9,36,"Comedy,Family",4 ,"walk the prank 2016 7+ 3.9 36 Comedy,Family 4 "
america revealed,2012,16+,8.0,36,"Documentary,2012",1,"america revealed 2012 16+ 8.0 36 Documentary,2012 1"
chuck's choice,2017,16+,6.5,35,"Animation,Comedy",1,"chuck's choice 2017 16+ 6.5 35 Animation,Comedy 1"
hardcore pawn: chicago,2013,16+,4.0,35,"Reality,2013",1 ,"hardcore pawn: chicago 2013 16+ 4.0 35 Reality,2013 1 "
teen mum,2017,16+,5.4,35,"Reality,Family",3,"teen mum 2017 16+ 5.4 35 Reality,Family 3"
cutting it,2002,16+,7.2,35,"Drama,Romance",4 ,"cutting it 2002 16+ 7.2 35 Drama,Romance 4 "
nailed it! spain,2019,16+,5.6,35,"Comedy,Food",1,"nailed it! spain 2019 16+ 5.6 35 Comedy,Food 1"
take the money and run,2011,7+,6.1,35,"Reality,Game Show",1,"take the money and run 2011 7+ 6.1 35 Reality,Game Show 1"
why? with hannibal buress,2015,16+,5.2,35,"Comedy,2015",1,"why? with hannibal buress 2015 16+ 5.2 35 Comedy,2015 1"
on tour with asperger's are us,2019,16+,7.1,35,"Documentary,Comedy",1,"on tour with asperger's are us 2019 16+ 7.1 35 Documentary,Comedy 1"
super soul sunday,2011,all,6.6,35,"2011,fuboTV",15,"super soul sunday 2011 all 6.6 35 2011,fuboTV 15"
robozuna,2018,7+,6.1,35,"Animation,Children",2,"robozuna 2018 7+ 6.1 35 Animation,Children 2"
trail of tears,1999,all,8.3,35,"Documentary,1999",1,"trail of tears 1999 all 8.3 35 Documentary,1999 1"
southern justice,2014,16+,7.1,35,"Reality,Documentary",4,"southern justice 2014 16+ 7.1 35 Reality,Documentary 4"
fresh beat band of spies,2015,all,6.9,35,"Action & Adventure,Animation",1,"fresh beat band of spies 2015 all 6.9 35 Action & Adventure,Animation 1"
akai kôdan zillion,1987,16+,7.3,35,"Animation,Action & Adventure",1,"akai kôdan zillion 1987 16+ 7.3 35 Animation,Action & Adventure 1"
the a-list: dallas,2011,16+,4.9,35,"Reality,Romance",1,"the a-list: dallas 2011 16+ 4.9 35 Reality,Romance 1"
obsessed,2009,16+,6.8,35,"Reality,Documentary",2,"obsessed 2009 16+ 6.8 35 Reality,Documentary 2"
black crows,1983,all,4.2,35,"Drama,Romance",1,"black crows 1983 all 4.2 35 Drama,Romance 1"
mighty planes,2012,7+,7.8,35,"Documentary,2012",4,"mighty planes 2012 7+ 7.8 35 Documentary,2012 4"
mikagura school suite,2015,16+,5.6,35,"Animation,Anime",1 ,"mikagura school suite 2015 16+ 5.6 35 Animation,Anime 1 "
home free,2015,all,7.0,35,"Game Show,Reality",2 ,"home free 2015 all 7.0 35 Game Show,Reality 2 "
18if,2017,16+,5.3,35,"Action & Adventure,Animation",1,"18if 2017 16+ 5.3 35 Action & Adventure,Animation 1"
tarantula,2017,18+,6.5,35,"Animation,Comedy",1 ,"tarantula 2017 18+ 6.5 35 Animation,Comedy 1 "
first in human,2017,16+,8.6,35,"Documentary,2017",1,"first in human 2017 16+ 8.6 35 Documentary,2017 1"
prank my mom,2012,16+,7.9,35,"Reality,2012",1,"prank my mom 2012 16+ 7.9 35 Reality,2012 1"
the land of hypocrisy,2018,16+,7.1,35,"Comedy,2018",1,"the land of hypocrisy 2018 16+ 7.1 35 Comedy,2018 1"
inborn pair,2011,16+,6.9,35,"Drama,2011",1,"inborn pair 2011 16+ 6.9 35 Drama,2011 1"
sex decoy: love stings,2009,16+,6.1,35,-1,-1,sex decoy: love stings 2009 16+ 6.1 35 -1 -1
the italian americans,2015,7+,8.2,35,"Documentary,2015",1,"the italian americans 2015 7+ 8.2 35 Documentary,2015 1"
wild north,2015,16+,7.3,35,"Documentary,2015",1,"wild north 2015 16+ 7.3 35 Documentary,2015 1"
betch,2015,16+,6.8,35,"Comedy,2015",4,"betch 2015 16+ 6.8 35 Comedy,2015 4"
grimms notes: the animation,2019,16+,5.0,35,"Animation,Anime",1 ,"grimms notes: the animation 2019 16+ 5.0 35 Animation,Anime 1 "
spin the wheel,2019,16+,4.8,35,"Game Show,2019",1,"spin the wheel 2019 16+ 4.8 35 Game Show,2019 1"
big easy motors,2016,7+,6.2,35,"Reality,2016",1,"big easy motors 2016 7+ 6.2 35 Reality,2016 1"
chuck chicken,2015,16+,6.0,35,"Action & Adventure,Animation",1,"chuck chicken 2015 16+ 6.0 35 Action & Adventure,Animation 1"
birth of europe,2012,all,7.1,35,"Documentary,2012",1 ,"birth of europe 2012 all 7.1 35 Documentary,2012 1 "
chi's sweet adventure,2016,16+,7.8,35,"Animation,2016",2,"chi's sweet adventure 2016 16+ 7.8 35 Animation,2016 2"
delicious miss brown,2019,all,8.6,35,"Food,2019",3,"delicious miss brown 2019 all 8.6 35 Food,2019 3"
deadliest journeys,2008,7+,7.9,35,"Documentary,2008",4,"deadliest journeys 2008 7+ 7.9 35 Documentary,2008 4"
gamebros,2018,16+,6.7,35,"Drama,Action & Adventure",1,"gamebros 2018 16+ 6.7 35 Drama,Action & Adventure 1"
inst@famous,2018,18+,4.1,35,"Reality,2018",1 ,"inst@famous 2018 18+ 4.1 35 Reality,2018 1 "
amazingness,2017,16+,5.0,35,"Comedy,Reality",1,"amazingness 2017 16+ 5.0 35 Comedy,Reality 1"
the detectives club: new orleans,2017,16+,7.8,35,"Drama,Crime",1,"the detectives club: new orleans 2017 16+ 7.8 35 Drama,Crime 1"
angry planet,2007,7+,6.0,35,"Documentary,Reality",5,"angry planet 2007 7+ 6.0 35 Documentary,Reality 5"
the soupy sales show,1979,all,7.1,35,"Comedy,1979",2,"the soupy sales show 1979 all 7.1 35 Comedy,1979 2"
springwatch,2005,16+,7.7,35,"Documentary,2005",18,"springwatch 2005 16+ 7.7 35 Documentary,2005 18"
life hacks for kids,2014,16+,9.1,35,"Family,2014",1,"life hacks for kids 2014 16+ 9.1 35 Family,2014 1"
destiny,2014,16+,8.2,35,"Drama,Romance",1,"destiny 2014 16+ 8.2 35 Drama,Romance 1"
the big fib,2020,16+,5.1,35,"Game Show,Reality",1,"the big fib 2020 16+ 5.1 35 Game Show,Reality 1"
doozers,2014,all,6.3,35,"Animation,Children",3,"doozers 2014 all 6.3 35 Animation,Children 3"
the bravest knight,2019,16+,5.8,35,"Animation,Action & Adventure",1,"the bravest knight 2019 16+ 5.8 35 Animation,Action & Adventure 1"
the wanted life,2013,16+,7.2,35,"Documentary,Reality",1,"the wanted life 2013 16+ 7.2 35 Documentary,Reality 1"
ghost town gold,2012,16+,7.0,35,"Action & Adventure,Reality",1,"ghost town gold 2012 16+ 7.0 35 Action & Adventure,Reality 1"
hot package,2012,18+,6.5,35,"Comedy,2012",2,"hot package 2012 18+ 6.5 35 Comedy,2012 2"
pets 101,2010,16+,7.8,35,"2010,Pet",2,"pets 101 2010 16+ 7.8 35 2010,Pet 2"
coyote ragtime show,2006,16+,6.5,35,"Animation,Action & Adventure",1,"coyote ragtime show 2006 16+ 6.5 35 Animation,Action & Adventure 1"
til death do us part,2019,16+,6.5,35,"Mystery,2019",1,"til death do us part 2019 16+ 6.5 35 Mystery,2019 1"
ladies of london,2014,16+,5.5,35,"Documentary,Reality",3,"ladies of london 2014 16+ 5.5 35 Documentary,Reality 3"
foxy ladies,2016,16+,6.1,35,"2016,Free Services",1,"foxy ladies 2016 16+ 6.1 35 2016,Free Services 1"
american scandals,2015,16+,8.3,35,"2015,Hulu",2,"american scandals 2015 16+ 8.3 35 2015,Hulu 2"
101 ways to leave a game show,2011,7+,7.3,35,"Game Show,2011",1,"101 ways to leave a game show 2011 7+ 7.3 35 Game Show,2011 1"
bloomberg game changers,2010,16+,7.8,35,"Documentary,2010",4,"bloomberg game changers 2010 16+ 7.8 35 Documentary,2010 4"
redacted tonight,2014,16+,7.8,35,"Comedy,2014",3,"redacted tonight 2014 16+ 7.8 35 Comedy,2014 3"
way back into love,2011,16+,7.3,35,"Drama,Romance",1,"way back into love 2011 16+ 7.3 35 Drama,Romance 1"
mystery girls,2014,16+,4.1,35,"Comedy,2014",1,"mystery girls 2014 16+ 4.1 35 Comedy,2014 1"
psiconautas,2015,16+,6.9,35,"Comedy,2015",2 ,"psiconautas 2015 16+ 6.9 35 Comedy,2015 2 "
one of a kind,2019,16+,7.5,35,"Documentary,Reality",2,"one of a kind 2019 16+ 7.5 35 Documentary,Reality 2"
a day in the life,2011,16+,5.8,35,"Documentary,Reality",2,"a day in the life 2011 16+ 5.8 35 Documentary,Reality 2"
night guard,2015,18+,7.7,35,"Crime,Documentary",2,"night guard 2015 18+ 7.7 35 Crime,Documentary 2"
angel links,1999,all,5.9,35,"Animation,Action & Adventure",1,"angel links 1999 all 5.9 35 Animation,Action & Adventure 1"
avec eric,2009,all,7.1,35,"Documentary,Food",3 ,"avec eric 2009 all 7.1 35 Documentary,Food 3 "
sink sank sunk,2018,16+,6.9,35,"Comedy,Drama",1,"sink sank sunk 2018 16+ 6.9 35 Comedy,Drama 1"
eat. race. win.,2018,16+,7.1,35,"Documentary,Sport",1,"eat. race. win. 2018 16+ 7.1 35 Documentary,Sport 1"
grey's anatomy: b-team,2018,16+,7.1,35,"Drama,2018",1,"grey's anatomy: b-team 2018 16+ 7.1 35 Drama,2018 1"
swamp brothers,2011,16+,8.1,35,"Reality,Documentary",1,"swamp brothers 2011 16+ 8.1 35 Reality,Documentary 1"
history specials,2010,16+,7.3,35,"Documentary,History",5 ,"history specials 2010 16+ 7.3 35 Documentary,History 5 "
tulli,2011,16+,6.1,35,"Documentary,Reality",2,"tulli 2011 16+ 6.1 35 Documentary,Reality 2"
murder for hire,2019,16+,7.0,35,"Documentary,Crime",1,"murder for hire 2019 16+ 7.0 35 Documentary,Crime 1"
so sharp,2017,7+,7.8,35,"Reality,Drama",1,"so sharp 2017 7+ 7.8 35 Reality,Drama 1"
